Program ID,YÖK Atlas Baðlantýsý,Üniversite,Fakülte,Program Adý,Program Kabul Koþullarý Baðlantýsý,Öðretim Dili/Süresi/BursDurumu,Þehir,"Ünivers,teTürü",Ücret/Burs,Eðitim Öðretim Türü,2023 Yýlý Doluluk Durumu,2023 Yýlý Yerleþen Sayýsý,2022 Yýlý Yerleþen Sayýsý,2021 Yýlý Yerleþen Sayýsý,2020 Yýlý Yerleþen Sayýsý,2023 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2022 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2021 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2020 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2023 Yýlý TBS 0.12 Katsayý Taban Puaný,2022 Yýlý TBS 0.12 Katsayý Taban Puaný,2021 Yýlý TBS 0.12 Katsayý Taban Puaný,2020 Yýlý TBS 0.12 Katsayý Taban Puaný,2023 Yýlý Toplam Kontenjaný,2022 Yýlý Toplam Kontenjaný,2021 Yýlý Toplam Kontenjaný,2020 Yýlý Toplam Kontenjaný,Dil Puanlarý.Üniversite Türü,Dil Puanlarý.Üniversite,Dil Puanlarý.Fakülte / Yüksekokul,Dil Puanlarý.Puan Türü,Dil Puanlarý.Burs Türü,Dil Puanlarý.Genel Kontenjan,Dil Puanlarý.Okul Birincisi Kontenjaný,Dil Puanlarý.Toplam Kontenjan **,Dil Puanlarý.Genel Kontenjana Yerleþen,Dil Puanlarý.Okul Birincisi Kontenjanýna Yerleþen,Dil Puanlarý.Toplam Yerleþen,Dil Puanlarý.Boþ Kalan Kontenjan,Dil Puanlarý.Ýlk Yerleþme Oraný,Dil Puanlarý.Yerleþip Kayýt Yaptýrmayan,Dil Puanlarý.Ek Yerleþen,"Dil Puanlarý.0,12 Katsayý ile Yerleþen Son Kiþinin Puaný *","Dil Puanlarý.0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Puaný *","Dil Puanlarý.0,12 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý *","Dil Puanlarý.0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý *","Dil Puanlarý.2023 Tavan Puan(0,12) *","Dil Puanlarý.2023 Tavan Baþarý Sýrasý(0,12) *",Dil Puanlarý.2022'de Yerleþip 2023'de OBP'si Kýrýlarak Yerleþen Sayýsý *,Dil Puanlarý.Yerleþenlerin Ortalama OBP'si *,Dil Puanlarý.Yerleþenlerin Ortalama Diploma Notu *
104210508,https://yokatlas.yok.gov.tr/lisans.php?y=104210508,GAZÝANTEP ÜNÝVERSÝTESÝ,Gaziantep Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104210508,(4 Yýllýk),GAZÝANTEP,Devlet,Ücretsiz,Örgün,Doldu#,77,62,62,62,22813,19346,17216,15100,413.68736,413.22598,383.08813,402.15219,77,62,62,62,Devlet,GAZÝANTEP ÜNÝVERSÝTESÝ,Gaziantep Eðitim Fakültesi,DÝL,Ücretsiz,60,2,77,60,2,77,0,1,,,413.68736,470.97713,22813,6467,484.22274,4468,4,424.677,84.9
101190427,https://yokatlas.yok.gov.tr/lisans.php?y=101190427,ANKARA ÜNÝVERSÝTESÝ,Açýk ve Uzaktan Eðitim Fakültesi,Arap Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101190427,(Uzaktan Öðretim)(4 Yýllýk),ANKARA,Devlet,UÖ-Ücretli,Uzaktan,Doldu#,106,103,103,103,22863,26302,24735,59200,413.55538,392.99845,358.41566,260.4783,106,103,103,103,Devlet,ANKARA ÜNÝVERSÝTESÝ,Açýk ve Uzaktan Eðitim Fakültesi,DÝL,UÖ-Ücretli,100,3,106,103,,106,0,1,13,,413.55538,414.60511,22863,22443,502.29492,2458,21,407.363,81.5
112110998,https://yokatlas.yok.gov.tr/lisans.php?y=112110998,TRABZON ÜNÝVERSÝTESÝ,Fatih Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=112110998,(4 Yýllýk),TRABZON,Devlet,Ücretsiz,Örgün,Doldu#,52,52,52,52,23068,20822,17964,15000,412.98984,408.77349,380.51144,402.40273,52,52,52,52,Devlet,TRABZON ÜNÝVERSÝTESÝ,Fatih Eðitim Fakültesi,DÝL,Ücretsiz,50,2,52,50,2,52,0,1,,,412.98984,452.69578,23068,10228,463.04436,7947,2,425.746,85.1
101010088,https://yokatlas.yok.gov.tr/lisans.php?y=101010088,ANADOLU ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Almanca Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101010088,(4 Yýllýk),ESKÝÞEHÝR,Devlet,Ücretsiz,Örgün,Doldu#,62,52,52,52,27256,25104,24212,25800,402.56771,396.29554,360.03155,364.10974,62,52,52,52,Devlet,ANADOLU ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Ücretsiz,60,2,62,61,1,62,0,1,,,402.56771,460.65664,27256,8404,527.62953,643,6,421.32,84.3
202210344,https://yokatlas.yok.gov.tr/lisans.php?y=202210344,ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Arapça Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202210344,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu#,11,6,6,5,29817,12079,5493,6580,396.37066,438.68392,437.23132,443.42331,11,6,6,5,Vakýf,ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Burslu,9,,11,9,,11,0,1,1,,396.37066,426.77515,29817,17991,467.01354,7187,2,420.585,84.1
107710018,https://yokatlas.yok.gov.tr/lisans.php?y=107710018,HATAY MUSTAFA KEMAL ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107710018,(4 Yýllýk),HATAY,Devlet,Ücretsiz,Örgün,Doldu#,39,72,72,72,31020,22331,19567,16900,393.53918,404.3838,375.17156,395.46971,39,72,72,72,Devlet,HATAY MUSTAFA KEMAL ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Ücretsiz,30,1,39,31,,39,0,1,2,2,393.53918,455.26078,31020,9562,455.26078,9562,5,419.243,83.8
105090091,https://yokatlas.yok.gov.tr/lisans.php?y=105090091,HARRAN ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105090091,(Ýngilizce)(4 Yýllýk),ÞANLIURFA,Devlet,Ücretsiz,Örgün,Doldu#,77,62,62,62,32883,26085,23150,19600,389.11074,393.62448,363.51243,385.94395,77,62,62,62,Devlet,HARRAN ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Ücretsiz,60,2,77,62,,77,0,1,1,1,389.11074,419.11211,32883,20762,433.75735,15571,5,416.517,83.3
202412164,https://yokatlas.yok.gov.tr/lisans.php?y=202412164,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Arapça Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202412164,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,5,3,4,7,33303,25758,12577,18600,388.08516,394.43666,399.84863,389.30284,6,3,4,7,Vakýf,ÝSTANBUL AYDIN ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Burslu,4,,6,4,,5,1,0.833,,,388.08516,396.70572,33303,29671,396.70572,29671,1,376.572,75.3
103690063,https://yokatlas.yok.gov.tr/lisans.php?y=103690063,ERZÝNCAN BÝNALÝ YILDIRIM ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Ýngilizce Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103690063,(Ýngilizce)(4 Yýllýk),ERZÝNCAN,Devlet,Ücretsiz,Örgün,Doldu#,62,62,62,62,33978,27035,23918,19900,386.58366,390.9033,360.95839,384.6661,62,62,62,62,Devlet,ERZÝNCAN BÝNALÝ YILDIRIM ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Ücretsiz,60,2,62,62,,62,0,1,,,386.58366,433.27752,33978,15739,454.52965,9746,2,414.659,82.9
105610088,https://yokatlas.yok.gov.tr/lisans.php?y=105610088,ÝSTANBUL ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Arap Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105610088,(4 Yýllýk),ÝSTANBUL,Devlet,Ücretsiz,Örgün,Doldu#,84,82,82,82,35378,30317,23280,16900,383.33307,381.89799,363.13158,395.32658,84,82,82,82,Devlet,ÝSTANBUL ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,80,2,84,82,,84,0,1,5,3,383.33307,384.22293,35378,35002,480.15626,5020,12,393.293,78.7
102910022,https://yokatlas.yok.gov.tr/lisans.php?y=102910022,ÇUKUROVA ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Almanca Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102910022,(4 Yýllýk),ADANA,Devlet,Ücretsiz,Örgün,Doldu#,65,52,52,52,39920,43153,40475,40100,372.78889,347.71833,309.33334,317.40632,65,52,52,52,Devlet,ÇUKUROVA ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Ücretsiz,50,2,65,52,,65,0,1,5,1,372.78889,384.79732,39920,34734,447.02818,11620,10,414.449,82.9
108210029,https://yokatlas.yok.gov.tr/lisans.php?y=108210029,ONDOKUZ MAYIS ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Almanca Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108210029,(4 Yýllýk),SAMSUN,Devlet,Ücretsiz,Örgün,Doldu#,52,52,52,52,42675,39788,37812,35500,366.56342,356.5636,317.59235,332.2886,52,52,52,52,Devlet,ONDOKUZ MAYIS ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Ücretsiz,50,2,52,52,,52,0,1,3,,366.56342,512.74988,42675,1543,512.74988,1543,6,411.922,82.4
104110209,https://yokatlas.yok.gov.tr/lisans.php?y=104110209,GAZÝ ÜNÝVERSÝTESÝ,Gazi Eðitim Fakültesi,Arapça Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104110209,(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu#,62,62,62,62,43323,38915,27550,23700,365.09554,358.77869,349.58909,371.34089,62,62,62,62,Devlet,GAZÝ ÜNÝVERSÝTESÝ,Gazi Eðitim Fakültesi,DÝL,Ücretsiz,60,2,62,60,2,62,0,1,7,,365.09554,365.75565,43323,43044,453.47113,10034,4,409.199,81.8
107010016,https://yokatlas.yok.gov.tr/lisans.php?y=107010016,NECMETTÝN ERBAKAN ÜNÝVERSÝTESÝ,Ahmet Keleþoðlu Eðitim Fakültesi,Almanca Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107010016,(4 Yýllýk),KONYA,Devlet,Ücretsiz,Örgün,Doldu#,52,52,52,52,52338,51356,44145,42200,344.98049,327.11214,297.80508,310.41526,52,52,52,52,Devlet,NECMETTÝN ERBAKAN ÜNÝVERSÝTESÝ,Ahmet Keleþoðlu Eðitim Fakültesi,DÝL,Ücretsiz,50,2,52,52,,52,0,1,5,3,344.98049,390.18308,52338,32436,449.74219,10941,9,404.806,81
103010258,https://yokatlas.yok.gov.tr/lisans.php?y=103010258,DÝCLE ÜNÝVERSÝTESÝ,Ziya Gökalp Eðitim Fakültesi,Almanca Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103010258,(4 Yýllýk),DÝYARBAKIR,Devlet,Ücretsiz,Örgün,Doldu#,65,52,52,52,53157,58624,54041,50300,343.2346,309.49566,268.44181,286.02319,65,52,52,52,Devlet,DÝCLE ÜNÝVERSÝTESÝ,Ziya Gökalp Eðitim Fakültesi,DÝL,Ücretsiz,50,2,65,52,,65,0,1,6,2,343.2346,378.68336,53157,37343,459.30635,8666,6,409.422,81.9
107090216,https://yokatlas.yok.gov.tr/lisans.php?y=107090216,NECMETTÝN ERBAKAN ÜNÝVERSÝTESÝ,Ahmet Keleþoðlu Eðitim Fakültesi,Arapça Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107090216,(4 Yýllýk),KONYA,Devlet,Ücretsiz,Örgün,Doldu#,41,41,41,41,54586,46664,34570,36200,340.18094,338.85242,327.84649,329.97364,41,41,41,41,Devlet,NECMETTÝN ERBAKAN ÜNÝVERSÝTESÝ,Ahmet Keleþoðlu Eðitim Fakültesi,DÝL,Ücretsiz,40,1,41,40,1,41,0,1,1,,340.18094,419.45169,54586,20644,474.86708,5822,5,399.939,80
101110042,https://yokatlas.yok.gov.tr/lisans.php?y=101110042,ANKARA ÜNÝVERSÝTESÝ,Dil ve Tarih Coðrafya Fakültesi,Arap Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101110042,(4 Yýllýk),ANKARA,Devlet,Ücretsiz,Örgün,Doldu,63,62,62,52,62215,60977,58658,36700,323.8291,303.75195,255.47313,328.32421,64,62,62,52,Devlet,ANKARA ÜNÝVERSÝTESÝ,Dil ve Tarih Coðrafya Fakültesi,DÝL,Ücretsiz,60,2,64,62,,63,1,0.984,7,5,323.8291,349.68903,62215,50248,444.50885,12316,14,400.057,80
103010558,https://yokatlas.yok.gov.tr/lisans.php?y=103010558,DÝCLE ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Arap Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103010558,(4 Yýllýk),DÝYARBAKIR,Devlet,Ücretsiz,Örgün,Doldu#,92,72,72,72,62341,69327,63164,57000,323.56352,284.23568,243.60674,266.4525,92,72,72,72,Devlet,DÝCLE ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,70,2,92,71,1,92,0,1,7,2,323.56352,324.22531,62341,62037,445.72469,11966,19,377.031,75.4
100210283,https://yokatlas.yok.gov.tr/lisans.php?y=100210283,ADIYAMAN ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Arapça Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=100210283,(4 Yýllýk),ADIYAMAN,Devlet,Ücretsiz,Örgün,Doldu#,51,62,62,62,62621,54794,46225,41500,323.0196,318.6684,291.4203,313.01622,51,62,62,62,Devlet,ADIYAMAN ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Ücretsiz,40,1,51,40,1,51,0,1,4,3,323.0196,329.292,62621,59694,418.49441,21003,4,371.184,74.2
109290320,https://yokatlas.yok.gov.tr/lisans.php?y=109290320,SÜLEYMAN DEMÝREL ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Arapça Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=109290320,(4 Yýllýk),ISPARTA,Devlet,Ücretsiz,Örgün,Doldu#,62,62,62,62,72868,57950,44984,40100,302.82741,311.16664,295.29638,317.36982,62,62,62,62,Devlet,SÜLEYMAN DEMÝREL ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,Ücretsiz,60,2,62,62,,62,0,1,8,2,302.82741,303.46579,72868,72542,394.9559,30427,13,391.57,78.3
108990381,https://yokatlas.yok.gov.tr/lisans.php?y=108990381,SELÇUK ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Arap Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108990381,(Arapça)(4 Yýllýk),KONYA,Devlet,Ücretsiz,Örgün,Doldu#,64,62,62,62,82481,68653,57640,46600,285.09022,285.90228,258.35829,296.96813,64,62,62,62,Devlet,SELÇUK ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,60,2,64,62,,64,0,1,13,4,285.09022,290.10801,82481,79795,457.01594,9146,10,380.59,76.1
107110157,https://yokatlas.yok.gov.tr/lisans.php?y=107110157,MARDÝN ARTUKLU ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Arap Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107110157,(4 Yýllýk),MARDÝN,Devlet,Ücretsiz,Örgün,Doldu#,64,62,48,62,85144,76674,,64200,280.28988,265.91321,,247.16866,64,62,62,62,Devlet,MARDÝN ARTUKLU ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,60,2,64,62,,64,0,1,10,8,280.28988,285.51607,85144,82243,426.25858,18169,13,368.454,73.7
101410357,https://yokatlas.yok.gov.tr/lisans.php?y=101410357,ATATÜRK ÜNÝVERSÝTESÝ,Kazým Karabekir Eðitim Fakültesi,Fransýzca Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101410357,(4 Yýllýk),ERZURUM,Devlet,Ücretsiz,Örgün,Doldu#,52,52,31,31,89645,85291,67550,64800,272.46014,250.19823,231.74033,245.51319,52,52,31,31,Devlet,ATATÜRK ÜNÝVERSÝTESÝ,Kazým Karabekir Eðitim Fakültesi,DÝL,Ücretsiz,50,2,52,52,,52,0,1,10,5,272.46014,409.44616,89645,24470,409.44616,24470,10,383.327,76.7
101410048,https://yokatlas.yok.gov.tr/lisans.php?y=101410048,ATATÜRK ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Arap Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101410048,(4 Yýllýk),ERZURUM,Devlet,Ücretsiz,Örgün,Doldu#,64,62,62,62,99954,79932,69261,57900,255.72367,261.10129,225.86751,264.11218,64,62,62,62,Devlet,ATATÜRK ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,Ücretsiz,60,2,64,62,,64,0,1,1,1,255.72367,260.75252,99954,96799,404.05438,26669,2,384.731,76.9
108990382,https://yokatlas.yok.gov.tr/lisans.php?y=108990382,SELÇUK ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Arap Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108990382,(Arapça)(ÝÖ)(4 Yýllýk),KONYA,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu#,64,62,51,62,101759,84061,,61200,252.85573,252.74244,,254.93325,64,62,62,62,Devlet,SELÇUK ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,ÝÖ-Ücretli,60,2,64,62,,64,0,1,15,9,252.85573,251.73424,101759,102460,386.68761,33917,8,381.517,76.3
102090063,https://yokatlas.yok.gov.tr/lisans.php?y=102090063,BÝNGÖL ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Arap Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102090063,(4 Yýllýk),BÝNGÖL,Devlet,Ücretsiz,Örgün,Doldu#,54,52,16,31,102999,83146,,68400,250.8945,253.38485,,236.13336,54,52,52,31,Devlet,BÝNGÖL ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Ücretsiz,50,2,54,52,,54,0,1,7,7,250.8945,255.06389,102999,100394,387.92428,33366,10,377.922,75.6
101430458,https://yokatlas.yok.gov.tr/lisans.php?y=101430458,ATATÜRK ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Arap Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101430458,(ÝÖ)(4 Yýllýk),ERZURUM,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu,41,41,16,41,115241,96111,,70500,232.24904,229.17136,,231.08313,42,41,41,41,Devlet,ATATÜRK ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,ÝÖ-Ücretli,40,1,42,41,,41,1,0.976,7,7,232.24904,238.89518,115241,110773,370.84645,40768,7,372.186,74.4
105910401,https://yokatlas.yok.gov.tr/lisans.php?y=105910401,KAFKAS ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Arap Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105910401,(4 Yýllýk),KARS,Devlet,Ücretsiz,Örgün,Doldu#,42,41,5,31,115264,95845,,72100,232.21773,229.69747,,227.02264,42,41,41,31,Devlet,KAFKAS ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,DÝL,Ücretsiz,40,1,42,41,,42,0,1,4,2,232.21773,257.64605,115264,98767,373.93431,39432,9,371.954,74.4
202210345,https://yokatlas.yok.gov.tr/lisans.php?y=202210345,ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Arapça Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202210345,(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,51,34,28,30,141520,106155,,51800,191.13679,209.36586,,281.57826,51,34,34,30,Vakýf,ÝSTANBUL 29 MAYIS ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,%50 Ýndirimli,51,,51,51,,51,0,1,4,2,191.13679,308.88314,141520,69813,386.05031,34197,9,364.942,73
201490083,https://yokatlas.yok.gov.tr/lisans.php?y=201490083,FATÝH SULTAN MEHMET VAKIF ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Arapça Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=201490083,(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Dolmadý,22,20,10,25,,86471,,77200,,247.83045,,213.17054,25,20,25,25,Vakýf,FATÝH SULTAN MEHMET VAKIF ÜNÝVERSÝTESÝ,Eðitim Fakültesi,DÝL,%50 Ýndirimli,25,,25,22,,22,3,0.88,8,3,149.2668,293.49829,153746,77871,387.25155,33679,5,361.611,72.3
101190429,https://yokatlas.yok.gov.tr/lisans.php?y=101190429,ANKARA ÜNÝVERSÝTESÝ,Açýk ve Uzaktan Eðitim Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101190429,(Ýngilizce)(Uzaktan Öðretim)(4 Yýllýk),ANKARA,Devlet,UÖ-Ücretli,Uzaktan,Doldu#,106,103,103,103,17031,16317,18133,27500,429.49299,423.05419,379.96134,358.71173,106,103,103,103,Devlet,ANKARA ÜNÝVERSÝTESÝ,Açýk ve Uzaktan Eðitim Fakültesi,DÝL,UÖ-Ücretli,100,3,106,102,1,106,0,1,17,2,429.49299,,17031,,493.76681,3293,28,430.898,86.2
100730361,https://yokatlas.yok.gov.tr/lisans.php?y=100730361,AKDENÝZ ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=100730361,(Ýngilizce)(ÝÖ)(4 Yýllýk),ANTALYA,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu,53,52,52,62,20444,19795,19306,17200,419.97089,411.9415,376.04298,394.25782,54,52,52,62,Devlet,AKDENÝZ ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,ÝÖ-Ücretli,50,2,54,52,,53,1,0.981,,,419.97089,,20444,,447.91417,11396,2,422.86,84.6
101190430,https://yokatlas.yok.gov.tr/lisans.php?y=101190430,ANKARA ÜNÝVERSÝTESÝ,Açýk ve Uzaktan Eðitim Fakültesi,Rus Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101190430,(Rusça)(Uzaktan Öðretim)(4 Yýllýk),ANKARA,Devlet,UÖ-Ücretli,Uzaktan,Doldu#,106,103,103,103,29145,31354,33353,65100,397.98782,379.0415,331.47312,244.79267,106,103,103,103,Devlet,ANKARA ÜNÝVERSÝTESÝ,Açýk ve Uzaktan Eðitim Fakültesi,DÝL,UÖ-Ücretli,100,3,106,102,1,106,0,1,18,3,397.98782,,29145,,490.3287,3666,27,413.485,82.7
108630259,https://yokatlas.yok.gov.tr/lisans.php?y=108630259,PAMUKKALE ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108630259,(ÝÖ)(4 Yýllýk),DENÝZLÝ,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu,72,72,72,72,32966,30421,30546,24300,388.90507,381.60792,340.27603,369.13128,74,72,72,72,Devlet,PAMUKKALE ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,DÝL,ÝÖ-Ücretli,70,2,74,72,,72,2,0.973,,,388.90507,,32966,,412.09105,23437,6,410.101,82
108990443,https://yokatlas.yok.gov.tr/lisans.php?y=108990443,SELÇUK ÜNÝVERSÝTESÝ,Yabancý Diller Yüksekokulu,Ýngilizce Mütercim ve Tercümanlýk (Yüksekokul),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108990443,(ÝÖ)(4 Yýllýk),KONYA,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu,62,62,62,62,33937,32332,31347,25900,386.6432,376.22949,337.81598,363.6809,64,62,62,62,Devlet,SELÇUK ÜNÝVERSÝTESÝ,Yabancý Diller Yüksekokulu,DÝL,ÝÖ-Ücretli,60,2,64,62,,62,2,0.969,1,,386.6432,,33937,,404.65512,26423,6,406.046,81.2
103530196,https://yokatlas.yok.gov.tr/lisans.php?y=103530196,ERCÝYES ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103530196,(ÝÖ)(4 Yýllýk),KAYSERÝ,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu,62,62,62,72,37412,34561,33654,28800,378.49849,370.27172,330.53865,353.91045,64,62,62,72,Devlet,ERCÝYES ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,ÝÖ-Ücretli,60,2,64,62,,62,2,0.969,2,2,378.49849,,37412,,438.46035,14136,6,400.227,80
108930865,https://yokatlas.yok.gov.tr/lisans.php?y=108930865,SELÇUK ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Ýngiliz Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108930865,(Ýngilizce)(ÝÖ)(4 Yýllýk),KONYA,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu,72,72,72,72,37696,36115,34983,27700,377.88734,366.08942,326.55521,357.83418,74,72,72,72,Devlet,SELÇUK ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,DÝL,ÝÖ-Ücretli,70,2,74,72,,72,2,0.973,3,1,377.88734,,37696,,407.02909,25477,3,410.866,82.2
