Program ID,Üniversite,Fakülte,YOK Atlas Baðlantýsý,Program Adý,Program Koþullarý Baðlantýsý,Öðretim Dili/Süresi/BursDurumu,Þehir,Üniversite Türü,Ücret/Burs,Eðitim Öðretim Türü,2023 Yýlý Doluluk Durumu,2023 Yýlý Yerleþen Sayýsý,2022 Yýlý Yerleþen Sayýsý,2021 Yýlý Yerleþen Sayýsý,2020 Yýlý Yerleþen Sayýsý,2023 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2022 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2021 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2020 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2023 Yýlý TBS 0.12 Katsayý Taban Puaný,2022 Yýlý TBS 0.12 Katsayý Taban Puaný,2021 Yýlý TBS 0.12 Katsayý Taban Puaný,2020 Yýlý TBS 0.12 Katsayý Taban Puaný,2023 Yýlý Toplam Kontenjan,2022 Toplam Kontenjaný,2021 Yýlý Toplam Kontenjaný,2020 Yýlý Toplam Kontenjaný,Eþit Aðýrlýk Puanlarý.Fakülte / Yüksekokul,Puan Türü,Burs Türü,2023 Yýlý Genel Kontenjan,2023 Yýlý Okul Birincisi Kontenjaný,2023 Yýlý Toplam Kontenjaný,2023 Yýlý Genel Kontenjana Yerleþen,2023 Yýlý Okul Birincisi Kontenjanýna Yerleþen,2023 Yýlý Toplam Yerleþen,2023 Yýlý Boþ Kalan Kontenjan,2023 Yýlý Ýlk Yerleþme Oraný,2023 Yýlý Yerleþip Kayýt Yaptýrmayan,2023 Yýlý Ek Yerleþen,"2023 Yýlý 0,12 Katsayý ile Yerleþen Son Kiþinin Puaný *","2023 Yýlý 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Puaný *","2023 Yýlý 0,12 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý *","2023 Yýlý 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý","2023 Yýlý Tavan Puan(0,12 Katsayýsý ile) *","2023 Yýlý Tavan Baþarý Sýrasý(0,12 Katsayýsý ile) *",2022'de Yerleþip 2023'de OBP'si Kýrýlarak Yerleþen Sayýsý,2023 Yýlýnda Yerleþenlerin Ortalama OBP'si *,2023 Yýlýnda Yerleþenlerin Ortalama Diploma Notu *
203490195,ÝSTANBUL TÝCARET ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=203490195,Uluslararasý Ticaret (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203490195,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,10,11,,,118049,158240,,,364.68419,356.01156,,,12,11,,,Ýþletme Fakültesi,Eþit Aðýrlýk,Burslu,9,,12,9,,10,2,83.30%,,,364.68419,,118049,,443.40484,7875,1,434.228,86.8
203490216,ÝSTANBUL TÝCARET ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=203490216,Ýç Mimarlýk ve Çevre Tasarýmý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203490216,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,8,8,,,151371,153966,,,353.07265,357.49398,,,9,8,,,Mimarlýk ve Tasarým Fakültesi,Eþit Aðýrlýk,Burslu,7,,9,7,,8,1,88.90%,,,353.07265,,151371,,359.51613,132219,,426.556,85.3
203490174,ÝSTANBUL TÝCARET ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=203490174,Siyaset Bilimi ve Uluslararasý Ýliþkiler,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203490174,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,8,9,,,156652,193815,,,351.42314,344.64596,,,9,9,,,Ýnsan ve Toplum Bilimleri Fakültesi,Eþit Aðýrlýk,Burslu,7,,9,7,,8,1,88.90%,,,351.42314,,156652,,358.30497,135650,,432.6,86.5
202990225,ALTINBAÞ ÜNÝVERSÝTESÝ,Mühendislik ve Mimarlýk Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=202990225,Ýç Mimarlýk ve Çevre Tasarýmý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202990225,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,6,6,,,162104,161912,,,349.75767,354.75696,,,7,6,,,Mühendislik ve Mimarlýk Fakültesi,Eþit Aðýrlýk,Burslu,5,,7,5,,6,1,85.70%,,,349.75767,,162104,,358.97485,133731,,395.22,79
202990239,ALTINBAÞ ÜNÝVERSÝTESÝ,Mühendislik ve Mimarlýk Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=202990239,Ýç Mimarlýk ve Çevre Tasarýmý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202990239,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,5,6,,,167193,154983,,,348.25285,357.14452,,,7,6,,,Mühendislik ve Mimarlýk Fakültesi,Eþit Aðýrlýk,Burslu,5,,7,5,,5,2,71.40%,,1,348.25285,,167193,,355.18303,144929,,385.146,77
209010170,FENERBAHÇE ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=209010170,Ekonomi ve Finans,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=209010170,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,5,5,,,170740,193187,,,347.2208,344.83275,,,6,5,,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Burslu,4,,6,4,,5,1,83.30%,,,347.2208,,170740,,368.44581,108408,1,412.696,82.5
201790299,ÝSTANBUL GEDÝK ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=201790299,Ýç Mimarlýk ve Çevre Tasarýmý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=201790299,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,11,10,,,175402,197326,,,345.88035,343.62036,,,13,10,,,Mimarlýk ve Tasarým Fakültesi,Eþit Aðýrlýk,Burslu,10,,13,10,,11,2,84.60%,,,345.88035,,175402,,382.0134,77582,1,406.261,81.3
205590146,TOROS ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=205590146,Uluslararasý Ticaret ve Lojistik (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=205590146,(Burslu)(4 Yýllýk),MERSÝN,Vakýf,Burslu,Örgün,Doldu,4,3,,,210112,185420,,,336.85062,347.1574,,,5,3,,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Burslu,3,,5,3,,4,1,80.00%,,,336.85062,,210112,,344.45982,180430,1,404.386,80.9
205590160,TOROS ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=205590160,Ýþletme,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=205590160,(Burslu)(4 Yýllýk),MERSÝN,Vakýf,Burslu,Örgün,Doldu,4,3,,,216749,404918,,,335.2237,300.765,,,5,3,,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Burslu,3,,5,3,,4,1,80.00%,,1,335.2237,,216749,,361.27165,127341,,414.716,82.9
203490160,ÝSTANBUL TÝCARET ÜNÝVERSÝTESÝ,Mimarlýk ve Tasarým Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=203490160,Tekstil ve Moda Tasarýmý (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203490160,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,5,5,,,244575,301124,,,328.98483,318.86188,,,6,5,,,Mimarlýk ve Tasarým Fakültesi,Eþit Aðýrlýk,Burslu,4,,6,4,,5,1,83.30%,,1,328.98483,,244575,,349.35779,163477,,428.551,85.7
201790334,ÝSTANBUL GEDÝK ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=201790334,Siyaset Bilimi ve Uluslararasý Ýliþkiler,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=201790334,(Ýngilizce)(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,4,2,,,249548,254445,,,327.93733,328.86133,,,5,2,,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Burslu,4,,5,4,,4,1,80.00%,,,327.93733,,249548,,344.91722,178815,,401.536,80.3
202390255,ÝSTANBUL AREL ÜNÝVERSÝTESÝ,Güzel Sanatlar Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=202390255,Grafik Tasarýmý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=202390255,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,6,8,,,269764,289128,,,323.81223,321.26587,,,7,8,,,Güzel Sanatlar Fakültesi,Eþit Aðýrlýk,Burslu,5,,7,5,,6,1,85.70%,,,323.81223,,269764,,339.05035,201297,,401.609,80.3
111110098,ÝZMÝR DEMOKRASÝ ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=111110098,Ýþletme,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=111110098,(Ýngilizce)(4 Yýllýk),ÝZMÝR,Devlet,Ücretsiz,Örgün,Doldu,62,62,,,319743,373444,,,314.48545,305.74209,,,64,62,,,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,60,2,64,62,,62,2,96.90%,2,2,314.48545,,319743,,367.21837,111506,1,410.105,82
106990729,KOCAELÝ ÜNÝVERSÝTESÝ,Siyasal Bilgiler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=106990729,Uluslararasý Ýliþkiler,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106990729,(4 Yýllýk),KOCAELÝ,Devlet,Ücretsiz,Örgün,Doldu,93,93,,,351499,366287,,,309.16951,306.93352,,,96,93,,,Siyasal Bilgiler Fakültesi,Eþit Aðýrlýk,Ücretsiz,90,3,96,93,,93,3,96.90%,2,5,309.16951,,351499,,346.2881,173958,3,405.411,81.1
106990750,KOCAELÝ ÜNÝVERSÝTESÝ,Siyasal Bilgiler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=106990750,Ýktisat,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106990750,(4 Yýllýk),KOCAELÝ,Devlet,Ücretsiz,Örgün,Doldu,82,82,,,390979,410098,,,303.12013,299.98026,,,84,82,,,Siyasal Bilgiler Fakültesi,Eþit Aðýrlýk,Ücretsiz,80,2,84,82,,82,2,97.60%,2,4,303.12013,,390979,,358.87831,134008,3,395.707,79.1
102790350,ÇANAKKALE ONSEKÝZ MART ÜNÝVERSÝTESÝ,Siyasal Bilgiler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=102790350,Ýþletme,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102790350,(Ýngilizce)(ÝÖ)(4 Yýllýk),ÇANAKKALE,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu,52,52,,,439897,562539,,,296.20671,279.96147,,,54,52,,,Siyasal Bilgiler Fakültesi,Eþit Aðýrlýk,ÝÖ-Ücretli,50,2,54,52,,52,2,96.30%,,,296.20671,,439897,,332.68339,227790,,405.725,81.1
208450800,ÝSTÝNYE ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=208450800,Felsefe,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=208450800,(Burslu)(4 Yýllýk),ÝSTANBUL,Vakýf,Burslu,Örgün,Doldu,10,10,8,,446769,453574,,,295.26407,293.6437,,,11,10,10,,Ýnsan ve Toplum Bilimleri Fakültesi,Eþit Aðýrlýk,Burslu,10,,11,10,,10,1,90.90%,,1,295.26407,,446769,,308.45264,355965,1,409.399,81.9
102790315,ÇANAKKALE ONSEKÝZ MART ÜNÝVERSÝTESÝ,Biga Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=102790315,Uluslararasý Ýliþkiler,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102790315,(4 Yýllýk),ÇANAKKALE,Devlet,Ücretsiz,Örgün,Doldu,93,93,,,522685,517195,,,285.70474,285.36533,,,96,93,,,Biga Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,90,3,96,93,,93,3,96.90%,6,4,285.70474,,522685,,339.05146,201290,7,397.11,79.4
102790336,ÇANAKKALE ONSEKÝZ MART ÜNÝVERSÝTESÝ,Siyasal Bilgiler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=102790336,Ýktisat,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102790336,(Ýngilizce)(ÝÖ)(4 Yýllýk),ÇANAKKALE,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu,41,41,,,523890,626121,,,285.56201,272.99288,,,42,41,,,Siyasal Bilgiler Fakültesi,Eþit Aðýrlýk,ÝÖ-Ücretli,40,1,42,41,,41,1,97.60%,,,285.56201,,523890,,340.52793,195384,3,390.478,78.1
106990722,KOCAELÝ ÜNÝVERSÝTESÝ,Siyasal Bilgiler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=106990722,Uluslararasý Ýliþkiler,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106990722,(ÝÖ)(4 Yýllýk),KOCAELÝ,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu,95,93,,,540678,532940,,,283.59937,283.44546,,,96,93,,,Siyasal Bilgiler Fakültesi,Eþit Aðýrlýk,ÝÖ-Ücretli,90,3,96,93,,95,1,99.00%,,1,283.59937,,540678,,315.13593,315916,5,391.362,78.3
104590169,GÝRESUN ÜNÝVERSÝTESÝ,Görele Güzel Sanatlar Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=104590169,Grafik Tasarýmý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104590169,(4 Yýllýk),GÝRESUN,Devlet,Ücretsiz,Örgün,Doldu,41,31,,,541846,515396,,,283.4634,285.58197,,,42,31,,,Görele Güzel Sanatlar Fakültesi,Eþit Aðýrlýk,Ücretsiz,40,1,42,41,,41,1,97.60%,5,2,283.4634,,541846,,336.9656,209628,2,394.171,78.8
103190638,DOKUZ EYLÜL ÜNÝVERSÝTESÝ,Uygulamalý Bilimler Yüksekokulu,https://yokatlas.yok.gov.tr/lisans.php?y=103190638,Turizm Ýþletmeciliði (Yüksekokul),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103190638,(4 Yýllýk),ÝZMÝR,Devlet,Ücretsiz,Örgün,Doldu,62,62,34,,563819,635543,,,280.95493,271.99978,,,64,62,62,,Uygulamalý Bilimler Yüksekokulu,Eþit Aðýrlýk,Ücretsiz,60,2,64,62,,62,2,96.90%,7,2,280.95493,"30,341,619",563819,389.025,326.76385,255148,8,402.708,80.5
103290220,KÜTAHYA DUMLUPINAR ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=103290220,Ýþletme,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103290220,(Ýngilizce)(4 Yýllýk),KÜTAHYA,Devlet,Ücretsiz,Örgün,Doldu,41,41,16,,564967,626494,,,280.82359,272.95536,,,42,41,41,,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,40,1,42,41,,41,1,97.60%,2,2,280.82359,,564967,,351.35155,156879,,403.187,80.6
107690289,MUÐLA SITKI KOÇMAN ÜNÝVERSÝTESÝ,Seydikemer Uygulamalý Bilimler Yüksekokulu,https://yokatlas.yok.gov.tr/lisans.php?y=107690289,Gümrük Ýþletme (Yüksekokul),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107690289,(4 Yýllýk),MUÐLA,Devlet,Ücretsiz,Örgün,Doldu,31,31,21,,575355,533959,,,279.65635,283.32483,,,32,31,31,,Seydikemer Uygulamalý Bilimler Yüksekokulu,Eþit Aðýrlýk,Ücretsiz,30,1,32,31,,31,1,96.90%,3,3,279.65635,,575355,,326.79154,255021,2,384.759,77
203851918,KAPADOKYA ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=203851918,Siyaset Bilimi ve Kamu Yönetimi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203851918,(Burslu)(4 Yýllýk),NEVÞEHÝR,Vakýf,Burslu,Örgün,Doldu,6,18,8,,600206,973163,,,276.90817,242.48868,,,7,18,17,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Burslu,5,,7,5,,6,1,85.70%,,,276.90817,,600206,,323.17447,273021,,413.463,82.7
203851922,KAPADOKYA ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=203851922,Siyaset Bilimi ve Uluslararasý Ýliþkiler,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=203851922,(Burslu)(4 Yýllýk),NEVÞEHÝR,Vakýf,Burslu,Örgün,Doldu,6,15,6,,600273,1184043,,,276.90042,227.25513,,,7,15,15,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Burslu,5,,7,5,,6,1,85.70%,,,276.90042,,600273,,314.84842,317609,1,420.094,84
110670172,BANDIRMA ONYEDÝ EYLÜL ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=110670172,Ýktisat,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110670172,(Ýngilizce)(4 Yýllýk),BALIKESÝR,Devlet,Ücretsiz,Örgün,Doldu,41,41,13,,624556,699077,,,274.31839,265.70219,,,42,41,41,,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,40,1,42,41,,41,1,97.60%,,,274.31839,,624556,,334.03724,221854,2,382.27,76.5
111490233,KÜTAHYA SAÐLIK BÝLÝMLERÝ ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=111490233,Saðlýk Yönetimi (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=111490233,(4 Yýllýk),KÜTAHYA,Devlet,Ücretsiz,Örgün,Doldu,31,31,15,,626587,600069,,,274.10717,275.77615,,,32,31,31,,Saðlýk Bilimleri Fakültesi,Eþit Aðýrlýk,Ücretsiz,30,1,32,31,,31,1,96.90%,7,,274.10717,,626587,,376.83342,88904,5,382.568,76.5
108690261,PAMUKKALE ÜNÝVERSÝTESÝ,Uygulamalý Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=108690261,Uluslararasý Ticaret ve Lojistik (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108690261,(ÝÖ)(4 Yýllýk),DENÝZLÝ,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu,31,31,5,,640138,658243,,,272.68852,269.67586,,,32,31,31,,Uygulamalý Bilimler Fakültesi,Eþit Aðýrlýk,ÝÖ-Ücretli,30,1,32,31,,31,1,96.90%,1,,272.68852,,640138,,287.15716,510621,2,399.745,79.9
110590092,ALANYA ALAADDÝN KEYKUBAT ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=110590092,Ýþletme,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110590092,(4 Yýllýk),ANTALYA,Devlet,Ücretsiz,Örgün,Doldu,72,72,,,641685,657011,,,272.52213,269.80041,,,74,72,,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Ücretsiz,70,2,74,72,,72,2,97.30%,5,4,272.52213,,641685,,348.59572,165969,12,395.359,79.1
110590113,ALANYA ALAADDÝN KEYKUBAT ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=110590113,Maliye,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110590113,(4 Yýllýk),ANTALYA,Devlet,Ücretsiz,Örgün,Doldu,52,52,,,644491,671876,,,272.2328,268.32291,,,54,52,,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Ücretsiz,50,2,54,52,,52,2,96.30%,,2,272.2328,,644491,,313.59651,324987,1,388.823,77.8
107090304,NECMETTÝN ERBAKAN ÜNÝVERSÝTESÝ,Nezahat Keleþoðlu Saðlýk Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=107090304,Saðlýk Yönetimi (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107090304,(4 Yýllýk),KONYA,Devlet,Ücretsiz,Örgün,Doldu,73,72,63,,652014,603100,,,271.44733,275.45205,,,74,72,72,,Nezahat Keleþoðlu Saðlýk Bilimleri Fakültesi,Eþit Aðýrlýk,Ücretsiz,70,2,74,72,,73,1,98.60%,2,3,271.44733,,652014,,364.80849,117710,7,395.392,79.1
110290205,VAN YÜZÜNCÜ YIL ÜNÝVERSÝTESÝ,Beden Eðitimi ve Spor Yüksekokulu,https://yokatlas.yok.gov.tr/lisans.php?y=110290205,Spor Yöneticiliði (Yüksekokul),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110290205,(4 Yýllýk),VAN,Devlet,Ücretsiz,Örgün,Doldu,41,41,35,,687581,695407,,,267.88578,266.05074,,,42,41,41,,Beden Eðitimi ve Spor Yüksekokulu,Eþit Aðýrlýk,Ücretsiz,40,1,42,41,,41,1,97.60%,11,8,267.88578,,687581,,336.55714,211251,3,379.753,76
101590196,BALIKESÝR ÜNÝVERSÝTESÝ,Burhaniye Uygulamalý Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=101590196,Finans ve Bankacýlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101590196,(4 Yýllýk),BALIKESÝR,Devlet,Ücretsiz,Örgün,Doldu,53,52,,,698094,768949,,,266.86952,259.232,,,54,52,,,Burhaniye Uygulamalý Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,50,2,54,52,,53,1,98.10%,3,4,266.86952,,698094,,328.16737,248420,2,381.365,76.3
108090094,NEVÞEHÝR HACI BEKTAÞ VELÝ ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=108090094,Uluslararasý Ýliþkiler,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108090094,(Ýngilizce)(4 Yýllýk),NEVÞEHÝR,Devlet,Ücretsiz,Örgün,Doldu,41,41,18,,698232,759716,,,266.8559,260.05244,,,42,41,41,,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,40,1,42,41,,41,1,97.60%,1,1,266.8559,,698232,,304.57036,381178,2,391.007,78.2
110590106,ALANYA ALAADDÝN KEYKUBAT ÜNÝVERSÝTESÝ,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",https://yokatlas.yok.gov.tr/lisans.php?y=110590106,Ýktisat,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110590106,(4 Yýllýk),ANTALYA,Devlet,Ücretsiz,Örgün,Doldu,53,52,,,704729,728788,,,266.23331,262.88311,,,54,52,,,"Ýktisadi, Ýdari ve Sosyal Bilimler Fakültesi",Eþit Aðýrlýk,Ücretsiz,50,2,54,52,,53,1,98.10%,1,2,266.23331,,704729,,295.01599,448547,8,382.237,76.4
101590189,BALIKESÝR ÜNÝVERSÝTESÝ,Burhaniye Uygulamalý Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=101590189,Uluslararasý Ticaret (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101590189,(4 Yýllýk),BALIKESÝR,Devlet,Ücretsiz,Örgün,Doldu,52,52,,,709375,720792,,,265.78211,263.6365,,,54,52,,,Burhaniye Uygulamalý Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,50,2,54,52,,52,2,96.30%,5,5,265.78211,,709375,,349.34037,163542,6,377.865,75.6
108790090,RECEP TAYYÝP ERDOÐAN ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=108790090,Uluslararasý Ýliþkiler,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108790090,(Ýngilizce)(4 Yýllýk),RÝZE,Devlet,Ücretsiz,Örgün,Doldu,41,41,12,,729531,828276,,,263.84757,254.07177,,,42,41,41,,Ýktisadi ve Ýdari Bilimler Fakültesi,Eþit Aðýrlýk,Ücretsiz,40,1,42,41,,41,1,97.60%,3,3,263.84757,,729531,,373.86091,95578,2,383.518,76.7
108190177,NÝÐDE ÖMER HALÝSDEMÝR ÜNÝVERSÝTESÝ,Zübeyde Haným Saðlýk Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=108190177,Saðlýk Yönetimi (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108190177,(4 Yýllýk),NÝÐDE,Devlet,Ücretsiz,Örgün,Doldu,52,52,,,739408,720977,,,262.92628,263.61958,,,54,52,,,Zübeyde Haným Saðlýk Bilimleri Fakültesi,Eþit Aðýrlýk,Ücretsiz,50,2,54,52,,52,2,96.30%,7,3,262.92628,,739408,,344.4902,180317,10,383.269,76.7
109890152,UÞAK ÜNÝVERSÝTESÝ,Saðlýk Bilimleri Fakültesi,https://yokatlas.yok.gov.tr/lisans.php?y=109890152,Saðlýk Yönetimi (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=109890152,(4 Yýllýk),UÞAK,Devlet,Ücretsiz,Örgün,Doldu,63,62,14,,766150,710007,,,260.44658,264.65161,,,64,62,62,,Saðlýk Bilimleri Fakültesi,Eþit Aðýrlýk,Ücretsiz,60,2,64,62,,63,1,98.40%,5,,260.44658,,766150,,372.43985,98887,10,388.503,77.7
