Program ID,YÖK Atlas Baðlantýsý,Üniversite,Fakülte,Program Adý,Program Kabul Koþullarý Baðlantýsý,Öðretim Dili/Süresi/BursDurumu,Þehir,Üniversite Türü,Ücret/Burs,Eðitim Öðretim Türü,2023 Yýlý Doluluk Durumu,2023 Yýlý Yerleþen Sayýsý,2022 Yýlý Yerleþen Sayýsý,2021 Yýlý Yerleþen Sayýsý,2020 Yýlý Yerleþen Sayýsý,2023 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2022 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2021 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2020 Yýlý TBS 0.12 Katsayýsý ile Baþarý Sýrasý,2023 Yýlý TBS 0.12 Katsayý Taban Puaný,2022 Yýlý TBS 0.12 Katsayý Taban Puaný,2021 Yýlý TBS 0.12 Katsayý Taban Puaný,2020 Yýlý TBS 0.12 Katsayý Taban Puaný,2023 Yýlý Toplam Kontenjaný,2022 Yýlý Toplam Kontenjaný,2021 Yýlý Toplam Kontenjaný,2020 Yýlý Toplam Kontenjaný,Fakülte / Yüksekokul,Sayýsal Puanlarý.Puan Türü,Burs Türü,2023 Yýlý Genel Kontenjan,2023 Yýlý  Okul Birincisi Kontenjaný,2023 Yýlý Toplam Kontenjan,2023 Yýlý Genel Kontenjana Yerleþen,2023 Yýlý  Okul Birincisi Kontenjanýna Yerleþen,2023 Yýlý Toplam Yerleþen,2023 Yýlý Boþ Kalan Kontenjan,2023 Yýlý Ýlk Yerleþme Oraný,2023 Yýlý Yerleþip Kayýt Yaptýrmayan,2023 Yýlý Ek Yerleþen,"2023 Yýlýnda 0,12 Katsayý ile Yerleþen Son Kiþinin Puaný","2023 Yýlýnda 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Puaný","2023 Yýlýnda 0,12 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý","2023 Yýlýnda 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý *",2023 Yýlý TBS 0.12 Katsayý Tavan Puaný,"2023 Yýlý 0,12 katsayý ile Tavan Baþarý Sýrasý",2022'de Yerleþip 2023'de OBP'si Kýrýlarak Yerleþen Sayýsý,2023 Yýlýnda Yerleþenlerin Ortalama OBP'si,2023 Yýlýnda Yerleþenlerin Ortalama Diploma Notu
109490335,https://yokatlas.yok.gov.tr/lisans.php?y=109490335,TRAKYA ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Genetik ve Biyomühendislik,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=109490335,(KKTC Uyruklu)(4 Yýllýk),EDÝRNE,Devlet,Ücretsiz,Örgün,Dolmadý,,,,,,,,,,,,,2,2,2,,Mühendislik Fakültesi,Sayýsal,Ücretsiz,2,,2,,,,2,0.00%,,,,,,,,,,,
109490232,https://yokatlas.yok.gov.tr/lisans.php?y=109490232,TRAKYA ÜNÝVERSÝTESÝ,Mimarlýk Fakültesi,Mimarlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=109490232,(Ýngilizce)(UOLP-Uluslararasý Balkan Üniversitesi)(Ücretli)(4 Yýllýk),EDÝRNE,Devlet,Ücretli,Örgün,Dolmadý,,,,,,,,,,,,,10,10,10,10,Mimarlýk Fakültesi,Sayýsal,Ücretli,10,,10,,,,10,0.00%,,,,,,,,,,,
205750191,https://yokatlas.yok.gov.tr/lisans.php?y=205750191,TÜRK HAVA KURUMU ÜNÝVERSÝTESÝ,Havacýlýk ve Uzay Bilimleri Fakültesi,Uzay Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=205750191,(Ýngilizce)(Ücretli)(4 Yýllýk),ANKARA,Vakýf,Ücretli,Örgün,Dolmadý,7,,,,,,,,,,,,10,,,,Havacýlýk ve Uzay Bilimleri Fakültesi,Sayýsal,Ücretli,10,,10,7,,7,3,70.00%,1,3,310.59482,,290059,,335.83203,219.68,,450.705,90.1
409610285,https://yokatlas.yok.gov.tr/lisans.php?y=409610285,ULUSLARARASI BALKAN ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Mimarlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=409610285,(Ücretli)(4 Yýllýk),ÜSKÜP-MAKEDONYA,Yurt Dýþý,Ücretli,Örgün,Dolmadý,,,,,,,,,,,,,5,5,5,15,Mühendislik Fakültesi,Sayýsal,Ücretli,5,,5,,,,5,0.00%,,,,,,,,,,,
409610294,https://yokatlas.yok.gov.tr/lisans.php?y=409610294,ULUSLARARASI BALKAN ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Mimarlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=409610294,(%50 Ýndirimli)(4 Yýllýk),ÜSKÜP-MAKEDONYA,Yurt Dýþý,%50 Ýndirimli,Örgün,Dolmadý,,,,,,,,,,,,,2,2,2,5,Mühendislik Fakültesi,Sayýsal,%50 Ýndirimli,2,,2,,,,2,0.00%,,,,,,,,,,,
409610301,https://yokatlas.yok.gov.tr/lisans.php?y=409610301,ULUSLARARASI BALKAN ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Mimarlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=409610301,(%25 Ýndirimli)(4 Yýllýk),ÜSKÜP-MAKEDONYA,Yurt Dýþý,%25 Ýndirimli,Örgün,Dolmadý,,,,,,,,,,,,,3,3,3,10,Mühendislik Fakültesi,Sayýsal,%25 Ýndirimli,3,,3,,,,3,0.00%,,,,,,,,,,,
301390116,https://yokatlas.yok.gov.tr/lisans.php?y=301390116,ULUSLARARASI FÝNAL ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Bilgisayar Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=301390116,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-GÝRNE,KKTC,%50 Ýndirimli,Örgün,Dolmadý,,2,,,,,,,,,,,10,5,,,Mühendislik Fakültesi,Sayýsal,%50 Ýndirimli,10,,10,,,,10,0.00%,,2,,,,,,,,,
301310277,https://yokatlas.yok.gov.tr/lisans.php?y=301310277,ULUSLARARASI FÝNAL ÜNÝVERSÝTESÝ,Mimarlýk ve Güzel Sanatlar Fakültesi,Mimarlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=301310277,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-GÝRNE,KKTC,Burslu,Örgün,Dolmadý,,,,,,,,,,,,,5,3,3,12,Mimarlýk ve Güzel Sanatlar Fakültesi,Sayýsal,Burslu,5,,5,,,,5,0.00%,,,,,,,,,,,
301390054,https://yokatlas.yok.gov.tr/lisans.php?y=301390054,ULUSLARARASI FÝNAL ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Yazýlým Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=301390054,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-GÝRNE,KKTC,%50 Ýndirimli,Örgün,Dolmadý,6,3,2,,,,,,,,,,12,12,12,14,Mühendislik Fakültesi,Sayýsal,%50 Ýndirimli,12,,12,6,,6,6,50.00%,,,307.70785,,299836,,321.76228,256.066,,437.073,87.4
300490502,https://yokatlas.yok.gov.tr/lisans.php?y=300490502,ULUSLARARASI KIBRIS ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Bilgisayar Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300490502,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,%50 Ýndirimli,Örgün,Dolmadý,21,6,1,,,,,,,,,,22,10,5,,Mühendislik Fakültesi,Sayýsal,%50 Ýndirimli,22,,22,21,,21,1,95.50%,1,2,308.53795,,297000,,347.02045,194.922,,439.097,87.8
300410879,https://yokatlas.yok.gov.tr/lisans.php?y=300410879,ULUSLARARASI KIBRIS ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Biliþim Sistemleri Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300410879,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,Burslu,Örgün,Dolmadý,1,,,,,,,,,,,,3,3,3,3,Mühendislik Fakültesi,Sayýsal,Burslu,3,,3,1,,1,2,33.30%,,1,326.03194,,244380,,326.03194,244.38,,462.317,92.5
300490503,https://yokatlas.yok.gov.tr/lisans.php?y=300490503,ULUSLARARASI KIBRIS ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Biyomedikal Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300490503,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,Burslu,Örgün,Dolmadý,,,,,,,,,,,,,3,3,20,,Mühendislik Fakültesi,Sayýsal,Burslu,3,,3,,,,3,0.00%,,,,,,,,,,,
300410888,https://yokatlas.yok.gov.tr/lisans.php?y=300410888,ULUSLARARASI KIBRIS ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Çevre Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300410888,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,Burslu,Örgün,Dolmadý,,,,,,,,,,,,,3,3,3,3,Mühendislik Fakültesi,Sayýsal,Burslu,3,,3,,,,3,0.00%,,,,,,,,,,,
300410913,https://yokatlas.yok.gov.tr/lisans.php?y=300410913,ULUSLARARASI KIBRIS ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Enerji Sistemleri Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300410913,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,Burslu,Örgün,Dolmadý,,,,,,,,,,,,,3,3,3,3,Mühendislik Fakültesi,Sayýsal,Burslu,3,,3,,,,3,0.00%,,,,,,,,,,,
300410922,https://yokatlas.yok.gov.tr/lisans.php?y=300410922,ULUSLARARASI KIBRIS ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Ýnþaat Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300410922,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,Burslu,Örgün,Dolmadý,2,,,,,,,,,,,,3,3,3,3,Mühendislik Fakültesi,Sayýsal,Burslu,3,,3,2,,2,1,66.70%,,,313.58741,,280490,,317.12515,269.66,,446.225,89.2
300411444,https://yokatlas.yok.gov.tr/lisans.php?y=300411444,ULUSLARARASI KIBRIS ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Makine Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300411444,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,Burslu,Örgün,Dolmadý,,,,,,,,,,,,,3,3,3,3,Mühendislik Fakültesi,Sayýsal,Burslu,3,,3,,,,3,0.00%,,,,,,,,,,,
300490543,https://yokatlas.yok.gov.tr/lisans.php?y=300490543,ULUSLARARASI KIBRIS ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Mekatronik Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300490543,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,Burslu,Örgün,Dolmadý,1,,,,,,,,,,,,7,,,,Mühendislik Fakültesi,Sayýsal,Burslu,7,,7,1,,1,6,14.30%,,,312.82151,,282905,,312.82151,282.905,,458.05,91.6
300490550,https://yokatlas.yok.gov.tr/lisans.php?y=300490550,ULUSLARARASI KIBRIS ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Mekatronik Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300490550,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,%50 Ýndirimli,Örgün,Dolmadý,,,,,,,,,,,,,23,,,,Mühendislik Fakültesi,Sayýsal,%50 Ýndirimli,23,,23,,,,23,0.00%,,,,,,,,,,,
300410764,https://yokatlas.yok.gov.tr/lisans.php?y=300410764,ULUSLARARASI KIBRIS ÜNÝVERSÝTESÝ,Güzel Sanatlar Tasarým ve Mimarlýk Fakültesi,Mimarlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300410764,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,Burslu,Örgün,Dolmadý,1,,,,,,,,,,,,10,5,3,15,Güzel Sanatlar Tasarým ve Mimarlýk Fakültesi,Sayýsal,Burslu,10,,10,1,,1,9,10.00%,,,324.17575,,249429,,324.17575,249.429,,463.85,92.8
300490481,https://yokatlas.yok.gov.tr/lisans.php?y=300490481,ULUSLARARASI KIBRIS ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Petrol ve Doðalgaz Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300490481,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,Burslu,Örgün,Dolmadý,,1,,,,,,,,,,,3,3,3,3,Mühendislik Fakültesi,Sayýsal,Burslu,3,,3,,,,3,0.00%,,,,,,,,,,,
300490506,https://yokatlas.yok.gov.tr/lisans.php?y=300490506,ULUSLARARASI KIBRIS ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Yazýlým Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300490506,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,%50 Ýndirimli,Örgün,Dolmadý,17,1,1,,,,,,,,,,20,20,20,,Mühendislik Fakültesi,Sayýsal,%50 Ýndirimli,20,,20,17,,17,3,85.00%,,3,308.15203,,298338,,343.35748,202.535,,418.946,83.8
300490504,https://yokatlas.yok.gov.tr/lisans.php?y=300490504,ULUSLARARASI KIBRIS ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Yazýlým Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300490504,(Ýngilizce)(Ücretli)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,Ücretli,Örgün,Dolmadý,1,1,,,,,,,,,,,5,5,10,,Mühendislik Fakültesi,Sayýsal,Ücretli,5,,5,1,,1,4,20.00%,,3,319.49799,,262625,,319.49799,262.625,,487.873,97.6
408810302,https://yokatlas.yok.gov.tr/lisans.php?y=408810302,ULUSLARARASI SARAYBOSNA ÜNÝVERSÝTESÝ,Mühendislik ve Doða Bilimleri Fakültesi,Mimarlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=408810302,(%50 Ýndirimli)(4 Yýllýk),SARAYBOSNA - BOSNA - HERSEK,Yurt Dýþý,%50 Ýndirimli,Örgün,Dolmadý,,,,,,,,,,,,,5,5,5,5,Mühendislik ve Doða Bilimleri Fakültesi,Sayýsal,%50 Ýndirimli,5,,5,,,,5,0.00%,,,,,,,,,,,
408810750,https://yokatlas.yok.gov.tr/lisans.php?y=408810750,ULUSLARARASI SARAYBOSNA ÜNÝVERSÝTESÝ,Mühendislik ve Doða Bilimleri Fakültesi,Mimarlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=408810750,(%25 Ýndirimli)(4 Yýllýk),SARAYBOSNA - BOSNA - HERSEK,Yurt Dýþý,%25 Ýndirimli,Örgün,Dolmadý,,,,,,,,,,,,,3,,,,Mühendislik ve Doða Bilimleri Fakültesi,Sayýsal,%25 Ýndirimli,3,,3,,,,3,0.00%,,,,,,,,,,,
110290234,https://yokatlas.yok.gov.tr/lisans.php?y=110290234,VAN YÜZÜNCÜ YIL ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Biyoloji Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110290234,(4 Yýllýk),VAN,Devlet,Ücretsiz,Örgün,Dolmadý,2,4,,,,,,,,,,,21,21,,,Eðitim Fakültesi,Sayýsal,Ücretsiz,20,1,21,2,,2,19,9.50%,,,311.52298,,287069,,333.63984,224.995,,420.199,84
110290227,https://yokatlas.yok.gov.tr/lisans.php?y=110290227,VAN YÜZÜNCÜ YIL ÜNÝVERSÝTESÝ,Eðitim Fakültesi,Kimya Öðretmenliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110290227,(4 Yýllýk),VAN,Devlet,Ücretsiz,Örgün,Dolmadý,10,14,,,,,,,,,,,21,21,,,Eðitim Fakültesi,Sayýsal,Ücretsiz,20,1,21,10,,10,11,47.60%,,1,308.56837,,296901,,389.61722,124.136,,413.893,82.8
300590595,https://yokatlas.yok.gov.tr/lisans.php?y=300590595,YAKIN DOÐU ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Biliþim Sistemleri Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300590595,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,%50 Ýndirimli,Örgün,Dolmadý,,,,,,,,,,,,,5,5,,,Mühendislik Fakültesi,Sayýsal,%50 Ýndirimli,5,,5,,,,5,0.00%,,,,,,,,,,,
300590602,https://yokatlas.yok.gov.tr/lisans.php?y=300590602,YAKIN DOÐU ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Biyomedikal Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300590602,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,%50 Ýndirimli,Örgün,Dolmadý,,,,,,,,,,,,,5,5,,,Mühendislik Fakültesi,Sayýsal,%50 Ýndirimli,5,,5,,,,5,0.00%,,,,,,,,,,,
300510957,https://yokatlas.yok.gov.tr/lisans.php?y=300510957,YAKIN DOÐU ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Biyomedikal Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300510957,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,Burslu,Örgün,Dolmadý,,2,1,,,,,,,,,,5,5,3,3,Mühendislik Fakültesi,Sayýsal,Burslu,5,,5,,,,5,0.00%,,,,,,,,,,,
300511973,https://yokatlas.yok.gov.tr/lisans.php?y=300511973,YAKIN DOÐU ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Biyomühendislik,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300511973,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,Burslu,Örgün,Dolmadý,1,,,,,,,,,,,,5,5,3,3,Mühendislik Fakültesi,Sayýsal,Burslu,5,,5,1,,1,4,20.00%,1,,345.87772,,197177,,345.87772,197.177,,438.803,87.8
300590609,https://yokatlas.yok.gov.tr/lisans.php?y=300590609,YAKIN DOÐU ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Biyomühendislik,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300590609,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,%50 Ýndirimli,Örgün,Dolmadý,,,,,,,,,,,,,5,5,,,Mühendislik Fakültesi,Sayýsal,%50 Ýndirimli,5,,5,,,,5,0.00%,,,,,,,,,,,
300590581,https://yokatlas.yok.gov.tr/lisans.php?y=300590581,YAKIN DOÐU ÜNÝVERSÝTESÝ,Ýnþaat ve Çevre Mühendisliði Fakültesi,Çevre Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300590581,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,%50 Ýndirimli,Örgün,Dolmadý,,,,,,,,,,,,,5,5,,,Ýnþaat ve Çevre Mühendisliði Fakültesi,Sayýsal,%50 Ýndirimli,5,,5,,,,5,0.00%,,,,,,,,,,,
300590352,https://yokatlas.yok.gov.tr/lisans.php?y=300590352,YAKIN DOÐU ÜNÝVERSÝTESÝ,Ýnþaat ve Çevre Mühendisliði Fakültesi,Çevre Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300590352,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,Burslu,Örgün,Dolmadý,,,,,,,,,,,,,5,5,3,3,Ýnþaat ve Çevre Mühendisliði Fakültesi,Sayýsal,Burslu,5,,5,,,,5,0.00%,,,,,,,,,,,
300511073,https://yokatlas.yok.gov.tr/lisans.php?y=300511073,YAKIN DOÐU ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Elektrik-Elektronik Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300511073,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,%50 Ýndirimli,Örgün,Dolmadý,,,,,,,,,,,,,17,15,7,6,Mühendislik Fakültesi,Sayýsal,%50 Ýndirimli,17,,17,,,,17,0.00%,,,,,,,,,,,
300590455,https://yokatlas.yok.gov.tr/lisans.php?y=300590455,YAKIN DOÐU ÜNÝVERSÝTESÝ,Ziraat Fakültesi,Gýda Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300590455,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,Burslu,Örgün,Dolmadý,,,,,,,,,,,,,5,3,,,Ziraat Fakültesi,Sayýsal,Burslu,5,,5,,,,5,0.00%,,,,,,,,,,,
300590644,https://yokatlas.yok.gov.tr/lisans.php?y=300590644,YAKIN DOÐU ÜNÝVERSÝTESÝ,Ziraat Fakültesi,Gýda Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300590644,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,%50 Ýndirimli,Örgün,Dolmadý,,,,,,,,,,,,,5,,,,Ziraat Fakültesi,Sayýsal,%50 Ýndirimli,5,,5,,,,5,0.00%,,,,,,,,,,,
300510648,https://yokatlas.yok.gov.tr/lisans.php?y=300510648,YAKIN DOÐU ÜNÝVERSÝTESÝ,Ýnþaat ve Çevre Mühendisliði Fakültesi,Ýnþaat Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300510648,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,Burslu,Örgün,Dolmadý,,2,,,,,,,,,,,9,10,3,3,Ýnþaat ve Çevre Mühendisliði Fakültesi,Sayýsal,Burslu,9,,9,,,,9,0.00%,,,,,,,,,,,
300590588,https://yokatlas.yok.gov.tr/lisans.php?y=300590588,YAKIN DOÐU ÜNÝVERSÝTESÝ,Ýnþaat ve Çevre Mühendisliði Fakültesi,Ýnþaat Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300590588,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,%50 Ýndirimli,Örgün,Dolmadý,,,,,,,,,,,,,11,10,,,Ýnþaat ve Çevre Mühendisliði Fakültesi,Sayýsal,%50 Ýndirimli,11,,11,,,,11,0.00%,,,,,,,,,,,
300590616,https://yokatlas.yok.gov.tr/lisans.php?y=300590616,YAKIN DOÐU ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Makine Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300590616,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,%50 Ýndirimli,Örgün,Dolmadý,,,,,,,,,,,,,5,5,,,Mühendislik Fakültesi,Sayýsal,%50 Ýndirimli,5,,5,,,,5,0.00%,,,,,,,,,,,
300510666,https://yokatlas.yok.gov.tr/lisans.php?y=300510666,YAKIN DOÐU ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Makine Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300510666,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,Burslu,Örgün,Dolmadý,4,1,1,,,,,,,,,,5,5,3,3,Mühendislik Fakültesi,Sayýsal,Burslu,5,,5,4,,4,1,80.00%,,1,309.02029,,295379,,361.84052,166.58,,414.719,82.9
300513069,https://yokatlas.yok.gov.tr/lisans.php?y=300513069,YAKIN DOÐU ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Mekatronik Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300513069,(Ýngilizce)(Burslu)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,Burslu,Örgün,Dolmadý,2,1,1,,,,,,,,,,5,5,3,3,Mühendislik Fakültesi,Sayýsal,Burslu,5,,5,2,,2,3,40.00%,,1,309.82714,,292607,,331.35005,230.636,,422.656,84.5
300590623,https://yokatlas.yok.gov.tr/lisans.php?y=300590623,YAKIN DOÐU ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Mekatronik Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300590623,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,%50 Ýndirimli,Örgün,Dolmadý,,,,,,,,,,,,,5,5,,,Mühendislik Fakültesi,Sayýsal,%50 Ýndirimli,5,,5,,,,5,0.00%,,,,,,,,,,,
300511655,https://yokatlas.yok.gov.tr/lisans.php?y=300511655,YAKIN DOÐU ÜNÝVERSÝTESÝ,Mimarlýk Fakültesi,Mimarlýk,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300511655,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,%50 Ýndirimli,Örgün,Dolmadý,,,,,,,,,,,,,10,10,2,15,Mimarlýk Fakültesi,Sayýsal,%50 Ýndirimli,10,,10,,,,10,0.00%,,,,,,,,,,,
300590445,https://yokatlas.yok.gov.tr/lisans.php?y=300590445,YAKIN DOÐU ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Otomotiv Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300590445,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,%50 Ýndirimli,Örgün,Dolmadý,,,,,,,,,,,,,5,5,3,,Mühendislik Fakültesi,Sayýsal,%50 Ýndirimli,5,,5,,,,5,0.00%,,,,,,,,,,,
300590630,https://yokatlas.yok.gov.tr/lisans.php?y=300590630,YAKIN DOÐU ÜNÝVERSÝTESÝ,Mühendislik Fakültesi,Petrol ve Doðalgaz Mühendisliði,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300590630,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),KKTC-LEFKOÞA,KKTC,%50 Ýndirimli,Örgün,Dolmadý,,,,,,,,,,,,,5,5,,,Mühendislik Fakültesi,Sayýsal,%50 Ýndirimli,5,,5,,,,5,0.00%,,,,,,,,,,,
