Program ID,YOK Atlas Baðlantýsý,Üniversite,Program Adý,ProgramAdý,Program Koþullarý Baðlantýsý,Öðretim Dili-Süresi-BursDurumu,Þehir,Üniversite Türü,Ücret/Burs Durumu,dt-center 5,2023 Yýlý Doluluk Durumu,2023 Yýlý Yerleþen Sayýsý,2022 Yýlý Yerleþen Sayýsý,2021 Yýlý Yerleþen Sayýsý,2020 Yýlý Yerleþen Sayýsý,2023 Yýlý TBS 0.12 Baþarý Sýrasý,2022 Yýlý TBS 0.12 Baþarý Sýrasý,2021 Yýlý TBS 0.12 Baþarý Sýrasý,2020 Yýlý TBS 0.12 Baþarý Sýrasý,2023 Yýlý TBS 0.12 Katsayý Taban Puaný,2022 Yýlý TBS 0.12 Katsayý Taban Puaný,2021 Yýlý TBS 0.12 Katsayý Taban Puaný,2020 Yýlý TBS 0.12 Katsayý Taban Puaný,2023 Yýlý Toplam Kontenjaný,2022 Yýlý Toplam Kontenjaný,2021 Yýlý Toplam Kontenjaný,2020 Yýlý Toplam Kontenjaný,Fakülte / Yüksekokul,Puan Türü,Burs Türü,2023 Yýlý Genel Kontenjan,2023 Yýlý Okul Birincisi Kontenjaný,2023 Yýlý  Toplam Kontenjan **,2023 Yýlý Genel Kontenjana Yerleþen,2023 Yýlý Okul Birincisi Kontenjanýna Yerleþen,2023 Yýlý Toplam Yerleþen,2023 Yýlý Boþ Kalan Kontenjan,2023 Yýlý Ýlk Yerleþme Oraný,2023 Yýlýnda Yerleþip Kayýt Yaptýrmayan,2023 Yýlýnda Ek Yerleþen,"2023 Yýlýnda 0,12 Katsayý ile Yerleþen Son Kiþinin Puaný *","2023 Yýlýnda 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Puaný","2023 Yýlýnda 0,12 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý","2023 Yýlýnda 0,12 + 0,06 Katsayý ile Yerleþen Son Kiþinin Baþarý Sýrasý","2023 Yýlý Tavan Puaný(0,12 Katsayý ile) *","2023 Yýlý Tavan Baþarý Sýrasý(0,12 Katsayý ile) *",2022'de Yerleþip 2023'de OBP'si Kýrýlarak Yerleþen Sayýsý *,2023 Yýlýnda Yerleþenlerin Ortalama OBP'si *,2023 Yýlýnda Yerleþenlerin Ortalama Diploma Notu *
107010704,https://yokatlas.yok.gov.tr/lisans.php?y=107010704,NECMETTÝN ERBAKAN ÜNÝVERSÝTESÝ,Turizm Fakültesi,Rekreasyon Yönetimi (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107010704,(4 Yýllýk),KONYA,Devlet,Ücretsiz,Örgün,Doldu#,64,62,57,62,845931,843369,,472000,247.03937,247.81888,,254.41762,64,62,62,62,Turizm Fakültesi,SÖZEL,Ücretsiz,60,2,64,62,0,64,0,1,7,7,247.03937,0,845931,0,329.43289,185,12,350.441,70.1
103910725,https://yokatlas.yok.gov.tr/lisans.php?y=103910725,FIRAT ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Gazetecilik,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103910725,(4 Yýllýk),ELAZIÐ,Devlet,Ücretsiz,Örgün,Doldu#,79,62,21,62,847212,974881,,658000,246.92434,236.35167,,229.31541,79,62,62,62,Ýletiþim Fakültesi,SÖZEL,Ücretsiz,60,2,79,62,0,79,0,1,13,13,246.92434,0,847212,0,347.18022,119,16,350.968,70.2
105310716,https://yokatlas.yok.gov.tr/lisans.php?y=105310716,ÝNÖNÜ ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Gazetecilik,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105310716,(4 Yýllýk),MALATYA,Devlet,Ücretsiz,Örgün,Doldu#,92,72,65,72,850656,646024,,486000,246.61739,266.07416,,252.42387,92,72,72,72,Ýletiþim Fakültesi,SÖZEL,Ücretsiz,70,2,92,72,0,92,0,1,22,22,246.61739,0,850656,0,358.87226,86,20,350.08,70
109211015,https://yokatlas.yok.gov.tr/lisans.php?y=109211015,SÜLEYMAN DEMÝREL ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Sanat Tarihi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=109211015,(4 Yýllýk),ISPARTA,Devlet,Ücretsiz,Örgün,Doldu#,74,72,49,72,851126,972263,,592000,246.57278,236.58074,,237.93231,74,72,72,72,Fen-Edebiyat Fakültesi,SÖZEL,Ücretsiz,70,2,74,72,0,74,0,1,10,10,246.57278,0,851126,0,312.82693,268,23,350.412,70.1
108110418,https://yokatlas.yok.gov.tr/lisans.php?y=108110418,NÝÐDE ÖMER HALÝSDEMÝR ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Halkla Ýliþkiler ve Reklamcýlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108110418,(4 Yýllýk),NÝÐDE,Devlet,Ücretsiz,Örgün,Doldu#,74,72,70,72,852213,865988,,469000,246.47371,245.81113,,254.98528,74,72,72,72,Ýletiþim Fakültesi,SÖZEL,Ücretsiz,70,2,74,72,0,74,0,1,7,7,246.47371,0,852213,0,365.39731,71,15,350.743,70.1
101310101,https://yokatlas.yok.gov.tr/lisans.php?y=101310101,ARTVÝN ÇORUH ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Tarih,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101310101,(4 Yýllýk),ARTVÝN,Devlet,Ücretsiz,Örgün,Doldu#,64,62,24,62,856525,978302,,585000,246.09014,236.05155,,238.865,64,62,62,62,Fen-Edebiyat Fakültesi,SÖZEL,Ücretsiz,60,2,64,62,0,64,0,1,7,7,246.09014,0,856525,0,389.9722,31,9,348.515,69.7
106330056,https://yokatlas.yok.gov.tr/lisans.php?y=106330056,KARAMANOÐLU MEHMETBEY ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Türk Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106330056,(ÝÖ)(4 Yýllýk),KARAMAN,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu#,54,52,7,62,862848,912841,,594000,245.53695,241.72105,,237.61084,54,52,52,62,Edebiyat Fakültesi,SÖZEL,ÝÖ-Ücretli,50,2,54,52,0,54,0,1,3,3,245.53695,0,862848,0,339.87416,143,6,352.278,70.5
103230075,https://yokatlas.yok.gov.tr/lisans.php?y=103230075,KÜTAHYA DUMLUPINAR ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Tarih,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103230075,(ÝÖ)(4 Yýllýk),KÜTAHYA,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu#,84,82,20,82,866202,1081888,,577000,245.23925,226.88728,,239.89747,84,82,82,82,Fen-Edebiyat Fakültesi,SÖZEL,ÝÖ-Ücretli,80,2,84,82,0,84,0,1,13,13,245.23925,0,866202,0,304.49107,319,10,346.049,69.2
101430097,https://yokatlas.yok.gov.tr/lisans.php?y=101430097,ATATÜRK ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Tarih,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101430097,(ÝÖ)(4 Yýllýk),ERZURUM,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu#,74,72,29,72,866793,930898,,577000,245.18874,240.15923,,239.91914,74,72,72,72,Edebiyat Fakültesi,SÖZEL,ÝÖ-Ücretli,70,2,74,72,0,74,0,1,6,6,245.18874,0,866793,0,392.80264,28,12,339.455,67.9
201910448,https://yokatlas.yok.gov.tr/lisans.php?y=201910448,HALÝÇ ÜNÝVERSÝTESÝ,Ýþletme Fakültesi,Halkla Ýliþkiler ve Tanýtým,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=201910448,(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,60,51,28,51,870731,873402,,742000,244.84137,245.16291,,219.18388,60,51,57,51,Ýþletme Fakültesi,SÖZEL,%50 Ýndirimli,60,0,60,60,0,60,0,1,3,1,244.84137,0,870731,0,357.37404,90,8,366.382,73.3
102010067,https://yokatlas.yok.gov.tr/lisans.php?y=102010067,BÝNGÖL ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Tarih,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102010067,(4 Yýllýk),BÝNGÖL,Devlet,Ücretsiz,Örgün,Doldu#,64,62,15,62,871716,1017120,,678000,244.74847,232.62654,,226.81028,64,62,62,62,Fen-Edebiyat Fakültesi,SÖZEL,Ücretsiz,60,2,64,62,0,64,0,1,9,9,244.74847,0,871716,0,397.41551,24,15,346.782,69.4
104330141,https://yokatlas.yok.gov.tr/lisans.php?y=104330141,TOKAT GAZÝOSMANPAÞA ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Türk Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104330141,(ÝÖ)(4 Yýllýk),TOKAT,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu#,64,62,14,72,879259,1017279,,629000,244.08245,232.61384,,233.05077,64,62,62,72,Fen-Edebiyat Fakültesi,SÖZEL,ÝÖ-Ücretli,60,2,64,62,0,64,0,1,4,4,244.08245,0,879259,0,311.31194,276,5,360.473,72.1
102810059,https://yokatlas.yok.gov.tr/lisans.php?y=102810059,ÇANKIRI KARATEKÝN ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Tarih,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102810059,(4 Yýllýk),ÇANKIRI,Devlet,Ücretsiz,Örgün,Doldu#,74,72,18,62,881687,989455,,553000,243.87197,235.07831,,243.17853,74,72,72,62,Edebiyat Fakültesi,SÖZEL,Ücretsiz,70,2,74,72,0,74,0,1,6,6,243.87197,0,881687,0,345.08284,125,16,336.777,67.4
300190407,https://yokatlas.yok.gov.tr/lisans.php?y=300190407,DOÐU AKDENÝZ ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Yeni Medya ve Ýletiþim,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300190407,(Burslu)(4 Yýllýk),KKTC-GAZÝMAÐUSA,KKTC,Burslu,Örgün,Doldu#,13,13,7,5,883624,1390344,,574000,243.69522,193.82822,,240.33469,13,13,10,5,Ýletiþim Fakültesi,SÖZEL,Burslu,13,0,13,13,0,13,0,1,4,3,243.69522,0,883624,0,289.38802,429,2,343.284,68.7
103590184,https://yokatlas.yok.gov.tr/lisans.php?y=103590184,ERCÝYES ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Türk Halkbilimi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=103590184,(4 Yýllýk),KAYSERÝ,Devlet,Ücretsiz,Örgün,Doldu#,42,41,16,41,885837,886991,,561000,243.49887,243.97727,,242.04277,42,41,41,41,Edebiyat Fakültesi,SÖZEL,Ücretsiz,40,1,42,41,0,42,0,1,1,1,243.49887,0,885837,0,349.10461,113,7,351.061,70.2
102830045,https://yokatlas.yok.gov.tr/lisans.php?y=102830045,ÇANKIRI KARATEKÝN ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Türk Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102830045,(ÝÖ)(4 Yýllýk),ÇANKIRI,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu#,42,41,8,52,887099,1031636,,605000,243.38981,231.34207,,236.17713,42,41,41,52,Edebiyat Fakültesi,SÖZEL,ÝÖ-Ücretli,40,1,42,41,0,42,0,1,3,3,243.38981,0,887099,0,311.16708,277,2,359.075,71.8
108310249,https://yokatlas.yok.gov.tr/lisans.php?y=108310249,ORDU ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Sanat Tarihi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108310249,(4 Yýllýk),ORDU,Devlet,Ücretsiz,Örgün,Doldu#,64,62,22,62,890045,1019799,,602000,243.1343,232.39144,,236.49574,64,62,62,62,Fen-Edebiyat Fakültesi,SÖZEL,Ücretsiz,60,2,64,62,0,64,0,1,9,9,243.1343,0,890045,0,340.6908,140,15,352.869,70.6
100930102,https://yokatlas.yok.gov.tr/lisans.php?y=100930102,AMASYA ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Tarih,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=100930102,(ÝÖ)(4 Yýllýk),AMASYA,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu#,54,41,7,52,890104,920340,,616000,243.12846,241.06086,,234.69183,54,41,41,52,Fen-Edebiyat Fakültesi,SÖZEL,ÝÖ-Ücretli,50,2,54,52,0,54,0,1,7,7,243.12846,0,890104,0,342.88801,133,9,353.306,70.7
405210123,https://yokatlas.yok.gov.tr/lisans.php?y=405210123,KIRGIZÝSTAN-TÜRKÝYE MANAS ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,"Radyo, Televizyon ve Sinema",https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=405210123,(4 Yýllýk),BÝÞKEK-KIRGIZÝSTAN,Yurt Dýþý,Ücretsiz,Örgün,Doldu#,10,10,7,10,892540,843848,,812000,242.91237,247.77719,,205.25509,10,10,10,10,Ýletiþim Fakültesi,SÖZEL,Ücretsiz,10,0,10,10,0,10,0,1,0,0,242.91237,0,89254,0,321.71455,221,4,317.442,63.5
102310055,https://yokatlas.yok.gov.tr/lisans.php?y=102310055,YOZGAT BOZOK ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Tarih,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102310055,(4 Yýllýk),YOZGAT,Devlet,Ücretsiz,Örgün,Doldu#,84,82,21,82,892675,912901,,592000,242.90008,241.71533,,237.90222,84,82,82,82,Fen-Edebiyat Fakültesi,SÖZEL,Ücretsiz,80,2,84,82,0,84,0,1,5,5,242.90008,0,892675,0,363.01055,76,16,357.834,71.6
100430064,https://yokatlas.yok.gov.tr/lisans.php?y=100430064,AFYON KOCATEPE ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Tarih,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=100430064,(ÝÖ)(4 Yýllýk),AFYONKARAHÝSAR,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu#,74,72,9,72,894030,1113476,,594000,242.7785,224.05747,,237.55968,74,72,72,72,Fen-Edebiyat Fakültesi,SÖZEL,ÝÖ-Ücretli,70,2,74,72,0,74,0,1,9,9,242.7785,0,89403,0,307.98753,296,13,348.053,69.6
109010152,https://yokatlas.yok.gov.tr/lisans.php?y=109010152,SÝÝRT ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Tarih,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=109010152,(4 Yýllýk),SÝÝRT,Devlet,Ücretsiz,Örgün,Doldu#,64,62,10,62,896994,994665,,668000,242.51549,234.62465,,228.01195,64,62,62,62,Fen-Edebiyat Fakültesi,SÖZEL,Ücretsiz,60,2,64,62,0,64,0,1,6,6,242.51549,0,896994,0,368.52145,64,17,352.082,70.4
100810532,https://yokatlas.yok.gov.tr/lisans.php?y=100810532,AKSARAY ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Gazetecilik,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=100810532,(4 Yýllýk),AKSARAY,Devlet,Ücretsiz,Örgün,Doldu#,64,62,32,62,899313,904703,,588000,242.30834,242.44248,,238.446,64,62,62,62,Ýletiþim Fakültesi,SÖZEL,Ücretsiz,60,2,64,62,0,64,0,1,8,8,242.30834,0,899313,0,434.5174,4,12,364.955,73
110210206,https://yokatlas.yok.gov.tr/lisans.php?y=110210206,VAN YÜZÜNCÜ YIL ÜNÝVERSÝTESÝ,Edebiyat Fakültesi,Sanat Tarihi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110210206,(4 Yýllýk),VAN,Devlet,Ücretsiz,Örgün,Doldu#,84,82,26,82,903327,977711,,767000,241.9569,236.10312,,215.96808,84,82,82,82,Edebiyat Fakültesi,SÖZEL,Ücretsiz,80,2,84,82,0,84,0,1,12,12,241.9569,0,903327,0,366.82909,68,16,345.371,69.1
107010697,https://yokatlas.yok.gov.tr/lisans.php?y=107010697,NECMETTÝN ERBAKAN ÜNÝVERSÝTESÝ,Sosyal ve Beþeri Bilimler Fakültesi,Sanat Tarihi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107010697,(4 Yýllýk),KONYA,Devlet,Ücretsiz,Örgün,Doldu#,64,62,19,62,906018,1110262,,634000,241.71864,224.34178,,232.35634,64,62,62,62,Sosyal ve Beþeri Bilimler Fakültesi,SÖZEL,Ücretsiz,60,2,64,62,0,64,0,1,14,14,241.71864,0,906018,0,382.40572,41,23,353.156,70.6
108030044,https://yokatlas.yok.gov.tr/lisans.php?y=108030044,NEVÞEHÝR HACI BEKTAÞ VELÝ ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Tarih,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=108030044,(ÝÖ)(4 Yýllýk),NEVÞEHÝR,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu#,74,72,7,72,909833,1126207,,618000,241.38132,222.89135,,234.46423,74,72,72,72,Fen-Edebiyat Fakültesi,SÖZEL,ÝÖ-Ücretli,70,2,74,72,0,74,0,1,9,9,241.38132,0,909833,0,356.45961,92,12,348.46,69.7
101410251,https://yokatlas.yok.gov.tr/lisans.php?y=101410251,ATATÜRK ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Gazetecilik,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101410251,(4 Yýllýk),ERZURUM,Devlet,Ücretsiz,Örgün,Doldu#,96,93,62,93,910737,887573,,557000,241.29776,243.92789,,242.56031,96,93,93,93,Ýletiþim Fakültesi,SÖZEL,Ücretsiz,90,3,96,93,0,96,0,1,12,12,241.29776,0,910737,0,361.34366,80,17,343.678,68.7
101710115,https://yokatlas.yok.gov.tr/lisans.php?y=101710115,BATMAN ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Sanat Tarihi,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101710115,(4 Yýllýk),BATMAN,Devlet,Ücretsiz,Örgün,Doldu#,54,52,9,52,911928,1031979,,814000,241.18747,231.31326,,203.74518,54,52,52,52,Fen-Edebiyat Fakültesi,SÖZEL,Ücretsiz,50,2,54,52,0,54,0,1,6,6,241.18747,0,911928,0,433.03448,5,11,345.381,69.1
106730034,https://yokatlas.yok.gov.tr/lisans.php?y=106730034,KIRKLARELÝ ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Tarih,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106730034,(ÝÖ)(4 Yýllýk),KIRKLARELÝ,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu#,64,52,7,62,912981,1215643,,629000,241.09562,214.39471,,232.95528,64,52,62,62,Fen-Edebiyat Fakültesi,SÖZEL,ÝÖ-Ücretli,60,2,64,62,0,64,0,1,10,9,241.09562,0,912981,0,328.59975,188,15,339.617,67.9
209010016,https://yokatlas.yok.gov.tr/lisans.php?y=209010016,FENERBAHÇE ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,"Radyo, Televizyon ve Sinema",https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=209010016,(%50 Ýndirimli)(4 Yýllýk),ÝSTANBUL,Vakýf,%50 Ýndirimli,Örgün,Doldu#,21,20,9,21,913676,801707,,788000,241.03345,251.52049,,212.61749,21,20,25,21,Ýletiþim Fakültesi,SÖZEL,%50 Ýndirimli,21,0,21,21,0,21,0,1,4,0,241.03345,0,913676,0,337.19787,153,4,371.509,74.3
106770728,https://yokatlas.yok.gov.tr/lisans.php?y=106770728,KIRKLARELÝ ÜNÝVERSÝTESÝ,Turizm Fakültesi,Rekreasyon Yönetimi (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=106770728,(4 Yýllýk),KIRKLARELÝ,Devlet,Ücretsiz,Örgün,Doldu#,42,36,33,31,915595,996225,,519000,240.86754,234.48236,,247.8651,42,36,36,31,Turizm Fakültesi,SÖZEL,Ücretsiz,40,1,42,41,0,42,0,1,8,8,240.86754,0,915595,0,300.58002,345,8,346.357,69.3
105290021,https://yokatlas.yok.gov.tr/lisans.php?y=105290021,IÐDIR ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Türk Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=105290021,(4 Yýllýk),IÐDIR,Devlet,Ücretsiz,Örgün,Doldu#,74,72,10,72,917981,1046951,,650000,240.65792,229.98478,,230.28296,74,72,72,72,Fen-Edebiyat Fakültesi,SÖZEL,Ücretsiz,70,2,74,72,0,74,0,1,8,8,240.65792,0,917981,0,391.35204,30,12,346.381,69.3
110330254,https://yokatlas.yok.gov.tr/lisans.php?y=110330254,ZONGULDAK BÜLENT ECEVÝT ÜNÝVERSÝTESÝ,Ýnsan ve Toplum Bilimleri Fakültesi,Tarih,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=110330254,(ÝÖ)(4 Yýllýk),ZONGULDAK,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu#,64,62,15,62,919486,1197741,,648000,240.52348,216.15679,,230.56738,64,62,62,62,Ýnsan ve Toplum Bilimleri Fakültesi,SÖZEL,ÝÖ-Ücretli,60,2,64,62,0,64,0,1,2,2,240.52348,0,919486,0,385.01709,37,16,344.486,68.9
300110307,https://yokatlas.yok.gov.tr/lisans.php?y=300110307,DOÐU AKDENÝZ ÜNÝVERSÝTESÝ,Fen ve Edebiyat Fakültesi,Türk Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=300110307,(Burslu)(4 Yýllýk),KKTC-GAZÝMAÐUSA,KKTC,Burslu,Örgün,Doldu#,10,10,7,5,920102,1026597,,460000,240.4641,231.77852,,256.18272,10,10,10,5,Fen ve Edebiyat Fakültesi,SÖZEL,Burslu,10,0,10,10,0,10,0,1,2,2,240.4641,0,920102,0,327.45309,193,1,343.793,68.8
107330159,https://yokatlas.yok.gov.tr/lisans.php?y=107330159,BURDUR MEHMET AKÝF ERSOY ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Tarih,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=107330159,(ÝÖ)(4 Yýllýk),BURDUR,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu#,54,52,7,72,920736,1083281,,620000,240.41033,226.7663,,234.19411,54,52,52,72,Fen-Edebiyat Fakültesi,SÖZEL,ÝÖ-Ücretli,50,2,54,52,0,54,0,1,6,6,240.41033,0,920736,0,367.87908,66,9,356.095,71.2
102610546,https://yokatlas.yok.gov.tr/lisans.php?y=102610546,SÝVAS CUMHURÝYET ÜNÝVERSÝTESÝ,Ýletiþim Fakültesi,Gazetecilik,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102610546,(4 Yýllýk),SÝVAS,Devlet,Ücretsiz,Örgün,Doldu#,104,82,24,82,922577,964272,,605000,240.24843,237.27187,,236.12247,104,82,82,82,Ýletiþim Fakültesi,SÖZEL,Ücretsiz,80,2,104,82,0,104,0,1,10,10,240.24843,0,922577,0,316.68316,246,19,337.881,67.6
100510138,https://yokatlas.yok.gov.tr/lisans.php?y=100510138,AÐRI ÝBRAHÝM ÇEÇEN ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Tarih,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=100510138,(4 Yýllýk),AÐRI,Devlet,Ücretsiz,Örgün,Doldu#,64,62,12,62,923909,939647,,776000,240.12562,239.4143,,214.72591,64,62,62,62,Fen-Edebiyat Fakültesi,SÖZEL,Ücretsiz,60,2,64,62,0,64,0,1,11,11,240.12562,0,923909,0,364.17631,74,10,332.647,66.5
104590099,https://yokatlas.yok.gov.tr/lisans.php?y=104590099,GÝRESUN ÜNÝVERSÝTESÝ,Turizm Fakültesi (Keþap),Rekreasyon Yönetimi (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=104590099,(4 Yýllýk),GÝRESUN,Devlet,Ücretsiz,Örgün,Doldu#,32,31,6,31,924742,1018269,,523000,240.05111,232.52714,,247.25356,32,31,31,31,Turizm Fakültesi (Keþap),SÖZEL,Ücretsiz,30,1,32,31,0,32,0,1,7,7,240.05111,0,924742,0,375.98042,51,6,355.995,71.2
100590077,https://yokatlas.yok.gov.tr/lisans.php?y=100590077,AÐRI ÝBRAHÝM ÇEÇEN ÜNÝVERSÝTESÝ,Ýktisadi ve Ýdari Bilimler Fakültesi,Halkla Ýliþkiler ve Reklamcýlýk (Fakülte),https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=100590077,(4 Yýllýk),AÐRI,Devlet,Ücretsiz,Örgün,Doldu#,42,41,16,41,929302,972329,,759000,239.64959,236.5743,,217.07305,42,41,41,41,Ýktisadi ve Ýdari Bilimler Fakültesi,SÖZEL,Ücretsiz,40,1,42,41,0,42,0,1,9,9,239.64959,0,929302,0,308.18057,295,7,348.23,69.6
102110048,https://yokatlas.yok.gov.tr/lisans.php?y=102110048,BÝTLÝS EREN ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Tarih,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=102110048,(4 Yýllýk),BÝTLÝS,Devlet,Ücretsiz,Örgün,Doldu#,64,62,15,62,931466,978500,,701000,239.45881,236.03275,,224.04521,64,62,62,62,Fen-Edebiyat Fakültesi,SÖZEL,Ücretsiz,60,2,64,62,0,64,0,1,8,8,239.45881,0,931466,0,399.64264,22,10,361.802,72.4
101330062,https://yokatlas.yok.gov.tr/lisans.php?y=101330062,ARTVÝN ÇORUH ÜNÝVERSÝTESÝ,Fen-Edebiyat Fakültesi,Türk Dili ve Edebiyatý,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=101330062,(ÝÖ)(4 Yýllýk),ARTVÝN,Devlet,ÝÖ-Ücretli,Ýkinci,Doldu#,42,41,4,41,932191,1158868,,665000,239.39586,219.89386,,228.41159,42,41,41,41,Fen-Edebiyat Fakültesi,SÖZEL,ÝÖ-Ücretli,40,1,42,41,0,42,0,1,7,7,239.39586,0,932191,0,354.84246,96,5,357.538,71.5
209510021,https://yokatlas.yok.gov.tr/lisans.php?y=209510021,ANKARA BÝLÝM ÜNÝVERSÝTESÝ,Güzel Sanatlar ve Tasarým Fakültesi,Yeni Medya ve Ýletiþim,https://yokatlas.yok.gov.tr/content/lightbox/kosullar-lisans.php?y=209510021,(Ýngilizce)(%50 Ýndirimli)(4 Yýllýk),ANKARA,Vakýf,%50 Ýndirimli,Örgün,Doldu#,29,18,8,8,932690,758711,,626000,239.35165,255.384,,233.39306,29,18,17,8,Güzel Sanatlar ve Tasarým Fakültesi,SÖZEL,%50 Ýndirimli,29,0,29,29,0,29,0,1,2,2,239.35165,0,93269,0,322.80659,215,2,391.939,78.4
